id,case_id,title,source,url,date,snippet,block,narrative_stage,source_type_scale,article_tone,situation_presentation,forecast_presence,forecast_type,forecast_detail_level,hash
ns_int_144,nord_stream,Nord Stream sabotage: What we know about explosions 1 year later - The ...,Washington Post,https://www.washingtonpost.com/world/2023/09/25/nord-stream-pipeline-explosion-update-russia-ukraine/,2023-09-25,Nord Stream sabotage: What we know about explosions 1 year later - The ...,international,N1,0.8,informational,neutral,False,,,0c9d74cf240d
ns_int_025,nord_stream,How America Took Out The Nord Stream Pipeline - Substack,Seymourhersh,https://seymourhersh.substack.com/p/how-america-took-out-the-nord-stream,2022-2024,How America Took Out The Nord Stream Pipeline - Substack,international,N2,0.5,informational,neutral,False,,,3fcc4771303b
ns_int_033,nord_stream,Some suspects in Nord Stream sabotage have ties to Ukrainian secret ...,Tass,https://tass.com/world/2008185,2022-2024,Some suspects in Nord Stream sabotage have ties to Ukrainian secret ...,international,N3,0.5,informational,neutral,False,,,d8fc9aa259b6
ns_int_078,nord_stream,Ukrainian man in custody for Nord Stream pipeline damage in Germany ...,Associated Press,https://apnews.com/article/germany-italy-sabotage-nord-stream-suspect-extradition-fa5b5cac7ac213441f1a3991ad5c30f9,2022-2024,Ukrainian man in custody for Nord Stream pipeline damage in Germany ...,international,N2,0.8,informational,neutral,False,,,ea89443a8200
ns_int_117,nord_stream,Preliminary Assessment of The Technical Consequences of The Incidents ...,Researchgate,https://www.researchgate.net/publication/371504087_PRELIMINARY_ASSESSMENT_OF_THE_TECHNICAL_CONSEQUENCES_OF_THE_INCIDENTS_ON_THE_NORD_STREAM_1_AND_2_GAS_PIPELINES_POSSIBLE_WAYS_OF_SOLVING_THE_PROBLEMS,2022-2024,Preliminary Assessment of The Technical Consequences of The Incidents ...,international,N2,0.5,informational,neutral,False,,,4fa585937d82
ns_int_165,nord_stream,Putin ally pushes deal to restart Nord Stream 2 with US backing,Financial Times,https://www.ft.com/content/dc9c51ab-03cb-47ba-ad0a-09c4deed9b50?sharetype=blocked,2022-2024,Putin ally pushes deal to restart Nord Stream 2 with US backing,international,N2,0.8,informational,neutral,False,,,59eadca11afa
ns_int_153,nord_stream,Nord Stream Revelations Ignite Dispute Between U.S. Allies,Wall Street Journal,https://www.wsj.com/world/europe/nord-stream-revelations-ignite-dispute-between-u-s-allies-cd3e0470,2022-2024,Nord Stream Revelations Ignite Dispute Between U.S. Allies,international,N2,0.8,informational,neutral,False,,,bcf63fdeecc9
ns_int_039,nord_stream,A detailed Der Spiegel article on the Nord Stream sabotage,Budsoffshoreenergy,https://budsoffshoreenergy.com/2024/11/21/a-detailed-der-spiegel-article-on-the-nord-stream-sabotage/,2024-11-21,A detailed Der Spiegel article on the Nord Stream sabotage,international,N1,0.5,informational,neutral,False,,,aa471a5b863f
ns_int_116,nord_stream,Independent Geophysical Forensic Analysis of the Nordstream Pipeline ...,Geophysical-Forensics,https://www.geophysical-forensics.ch/nordstream.html,2022-2024,Independent Geophysical Forensic Analysis of the Nordstream Pipeline ...,international,N2,0.5,informational,neutral,False,,,164a0c899d5f
ns_int_105,nord_stream,Timeline: Nord Stream sabotage - Energy Voice,Energyvoice,https://www.energyvoice.com/oilandgas/458827/timeline-everything-you-need-to-know-on-the-nord-stream-sabotage/,2022-2024,Timeline: Nord Stream sabotage - Energy Voice,international,N1,0.5,informational,neutral,False,,,ef1af69b6e25
ns_int_016,nord_stream,Nord Stream sabotage: Arrest raises difficult questions - dw.com,Deutsche Welle,https://www.dw.com/en/nord-stream-sabotage-arrest-raises-difficult-questions/a-73731229,2022-2024,Nord Stream sabotage: Arrest raises difficult questions - dw.com,international,N3,0.5,informational,neutral,False,,,ec704f97e5a7
ns_int_152,nord_stream,"Poland Frees Nord Stream Suspect, Defying Germany - WSJ",Wall Street Journal,https://www.wsj.com/world/europe/poland-frees-nord-stream-suspect-defying-germany-c1b65168,2022-2024,"Poland Frees Nord Stream Suspect, Defying Germany - WSJ",international,N3,0.8,informational,neutral,False,,,9949713b3c34
ns_int_010,nord_stream,Nord Stream gas leaks: What happened and why Europe suspects ... - CNBC,Cnbc,https://www.cnbc.com/2022/10/11/nord-stream-gas-leaks-what-happened-and-why-europe-suspects-sabotage.html,2022-10-11,Nord Stream gas leaks: What happened and why Europe suspects ... - CNBC,international,N3,0.5,informational,neutral,False,,,7b2db77028bf
ns_int_159,nord_stream,Poland demands Germany stop Nord Stream attack prosecutions,Financial Times,https://www.ft.com/content/4131968e-cbe8-467f-8c93-ce01722cffe9,2022-2024,Poland demands Germany stop Nord Stream attack prosecutions,international,N2,0.8,informational,neutral,False,,,3d9c4bee8c39
ns_int_108,nord_stream,"The Nord Stream Leaks: A Political, Economic, and Environmental ...",Foreignaffairsreview,https://www.foreignaffairsreview.com/home/the-nord-stream-leaks-a-political-economic-and-environmental-disaster,2022-2024,"The Nord Stream Leaks: A Political, Economic, and Environmental ...",international,N1,0.5,informational,neutral,False,,,6cee8a3f32bc
ns_int_106,nord_stream,"Nord stream 2, geopolitical conflicts and energy security: Evidence ...",Sciencedirect,https://www.sciencedirect.com/science/article/pii/S0360544224036144,2022-2024,"Nord stream 2, geopolitical conflicts and energy security: Evidence ...",international,N4,0.5,informational,neutral,False,,,9c5bc2c4efc9
ns_int_080,nord_stream,"At Security Council Meeting on Sabotage of Nord Stream Pipeline, Many ...",Press,https://press.un.org/en/2024/sc15844.doc.htm,2022-2024,"At Security Council Meeting on Sabotage of Nord Stream Pipeline, Many ...",international,N1,1.0,informational,neutral,False,,,970c4f1d9ab9
ns_int_104,nord_stream,The competing theories of the Nord Stream explosions,Financial Times,https://www.ft.com/content/120d3b78-68b4-4b42-9e65-c55e8fd77fd0,2022-2024,The competing theories of the Nord Stream explosions,international,N1,0.8,informational,neutral,False,,,6b3ea71ec211
ns_int_032,nord_stream,NORD STREAM: Alleged Ukrainian Saboteur Speaks Out,21Stcenturywire,https://21stcenturywire.com/2025/10/21/nord-stream-alleged-ukrainian-saboteur-speaks-out/,2025-10-21,NORD STREAM: Alleged Ukrainian Saboteur Speaks Out,international,N2,0.5,informational,neutral,False,,,67c2daec6dc6
ns_int_172,nord_stream,Financial Times: Germany investigates Ukrainian connection to Nord Stream blasts,Financial Times,https://www.ft.com/content/germany-investigates-ukrainian-connection-nord-stream,2023-03-15,German investigators are examining evidence that suggests a Ukrainian group may have been involved in the Nord Stream pipeline attacks. The yacht Andromeda has been identified as a key piece of evidence.,international,N4,0.8,informational,neutral,False,,,3c8d24ea0f03
ns_int_071,nord_stream,Nord Stream 2: Twists and turns of a controversial gas pipeline,Cleanenergywire,https://www.cleanenergywire.org/news/nord-stream-2-twists-and-turns-controversial-gas-pipeline,2022-2024,Nord Stream 2: Twists and turns of a controversial gas pipeline,international,N2,0.5,informational,neutral,False,,,b87f2670bed3
ns_int_156,nord_stream,Why Does a Miami Investor Want to Buy Russia&#x27;s Nord Stream 2 Gas Pipeline?,Wall Street Journal,https://www.wsj.com/podcasts/whats-news/why-does-a-miami-investor-want-to-buy-russias-nord-stream-2-gas-pipeline/ffb4f7c5-8355-40b2-849b-dfacb177c01b,2022-2024,Why Does a Miami Investor Want to Buy Russia&#x27;s Nord Stream 2 Gas Pipeline?,international,N2,0.8,informational,neutral,False,,,6223c8e0e8e4
ns_int_068,nord_stream,Italy to extradite Ukrainian Nord Stream sabotage suspect to Germany,Aljazeera,https://www.aljazeera.com/news/2025/11/20/italy-to-extradite-ukrainian-nord-stream-sabotage-suspect-to-germany,2025-11-20,Italy to extradite Ukrainian Nord Stream sabotage suspect to Germany,international,N3,0.5,informational,neutral,False,,,add93338f506
ns_int_146,nord_stream,"Russia, blaming U.S. sabotage, calls for U.N. probe of Nord Stream",Washington Post,https://www.washingtonpost.com/national-security/2023/02/22/russia-un-nord-stream-hersh-investigation/,2023-02-22,"Russia, blaming U.S. sabotage, calls for U.N. probe of Nord Stream",international,N2,0.8,informational,neutral,False,,,3616696493fe
ns_int_054,nord_stream,Nord Stream: Ukraine accuses Russia of pipeline terror attack - BBC,BBC,https://www.bbc.com/news/world-europe-63044747,2022-2024,Nord Stream: Ukraine accuses Russia of pipeline terror attack - BBC,international,N3,0.8,informational,neutral,False,,,eda6f1c991c5
ns_int_035,nord_stream,Spiegel: Andromeda yacht allegedly used in attack on Nord Stream gas ...,Novayagazeta,https://novayagazeta.eu/articles/2023/03/14/spiegel-andromeda-yacht-allegedly-used-in-attack-on-nord-stream-gas-pipelines-docked-in-former-east-germany-military-base-en-news,2023-03-14,Spiegel: Andromeda yacht allegedly used in attack on Nord Stream gas ...,international,N3,0.5,informational,neutral,False,,,05a5a097ff25
ns_int_029,nord_stream,The US Destroyed the Nord Stream Pipeline. Interview with Seymour Hersh ...,Globalresearch,https://www.globalresearch.ca/seymour-hersh-us-destroyed-nord-stream-pipeline/5808782,2022-2024,The US Destroyed the Nord Stream Pipeline. Interview with Seymour Hersh ...,international,N2,0.5,informational,neutral,False,,,229b1a10a13a
ns_int_017,nord_stream,Sweden drops Nord Stream sabotage probe - POLITICO,Politico EU,https://www.politico.eu/article/sweden-drops-nord-stream-pipeline-sabotage-probe-ukraine-russia-war/,2022-2024,Sweden drops Nord Stream sabotage probe - POLITICO,international,N2,0.5,informational,neutral,False,,,578022e726e6
ns_int_086,nord_stream,Russia Requests Urgent UN Security Council Meeting on Nord Stream ...,Telesurenglish,https://www.telesurenglish.net/russia-requests-urgent-un-security-council-meeting-on-nord-stream-blasts/,2022-2024,Russia Requests Urgent UN Security Council Meeting on Nord Stream ...,international,N2,0.5,informational,neutral,False,,,917092bf137c
ns_int_053,nord_stream,A journey to the site of the Nord Stream explosions - BBC,BBC,https://www.bbc.com/news/world-63636181,2022-2024,A journey to the site of the Nord Stream explosions - BBC,international,N1,0.8,informational,neutral,False,,,25506f0609ae
ns_int_084,nord_stream,Traces of explosives found in yacht in Nord Stream sabotage ...,Associated Press,https://apnews.com/article/nord-stream-pipeline-attack-russia-investigation-4b7cb8117f420985b0d887117eebd786,2022-2024,Traces of explosives found in yacht in Nord Stream sabotage ...,international,N3,0.8,informational,neutral,False,,,ff454632dba2
ns_int_072,nord_stream,The Nord Stream Investigation That&#x27;s Splintering Europe Over Ukraine,Wall Street Journal,https://www.wsj.com/world/europe/the-nord-stream-investigation-thats-splintering-europe-over-ukraine-1735a7d9,2022-2024,The Nord Stream Investigation That&#x27;s Splintering Europe Over Ukraine,international,N2,0.8,informational,neutral,False,,,a7e8e4ec6f5e
ns_int_009,nord_stream,Nord Stream blasts: Sweden shuts probe into pipelines | AP News,Associated Press,https://apnews.com/article/denmark-sweden-nordstream-explosion-baltic-russia-1ce8c5198afd312e34e83a38d565a4ca,2022-2024,Nord Stream blasts: Sweden shuts probe into pipelines | AP News,international,N2,0.8,informational,neutral,False,,,a6d34570362e
ns_int_114,nord_stream,Monitoring of Underwater Critical Infrastructures: the Nord Stream and ...,Arxiv,https://arxiv.org/pdf/2302.01817,2022-2024,Monitoring of Underwater Critical Infrastructures: the Nord Stream and ...,international,N4,0.5,informational,neutral,False,,,0983855aa553
ns_int_149,nord_stream,"EU Proposes Nord Stream Ban, Cutting Oil Price Cap to Hit Russia",Wall Street Journal,https://www.wsj.com/world/europe/eu-proposes-nord-stream-ban-cutting-oil-price-cap-to-hit-russia-ad574ce2,2022-2024,"EU Proposes Nord Stream Ban, Cutting Oil Price Cap to Hit Russia",international,N2,0.8,informational,neutral,False,,,6ec9c795f945
ns_int_111,nord_stream,Did the US or US proxy blew up the Nord Stream pipeline?,Factually,https://factually.co/fact-checks/politics/us-or-proxy-nord-stream-pipeline-explosion-03992e,2022-2024,Did the US or US proxy blew up the Nord Stream pipeline?,international,N2,0.5,informational,neutral,False,,,6157719c694a
ns_int_001,nord_stream,Nord Stream pipelines sabotage - Wikipedia,Wikipedia,https://en.wikipedia.org/wiki/Nord_Stream_pipelines_sabotage,2022-2024,Nord Stream pipelines sabotage - Wikipedia,international,N1,0.5,informational,neutral,False,,,d4cd6c86f175
ns_int_067,nord_stream,Press Release - Nord Stream methane spread across the southern Baltic Sea,Voiceoftheocean,https://voiceoftheocean.org/press-release-nord-stream-methane-spread-across-the-southern-baltic-sea/,2022-2024,Press Release - Nord Stream methane spread across the southern Baltic Sea,international,N1,0.5,informational,neutral,False,,,a2721fe1765f
ns_int_110,nord_stream,The Strategic Case for Nord Stream 2: A Path to Energy Security,Policystability,https://policystability.com/post/2024-11/reopen-nordstream-2/,2022-2024,The Strategic Case for Nord Stream 2: A Path to Energy Security,international,N4,0.5,informational,neutral,False,,,c872b1af847b
ns_int_143,nord_stream,U.S. knew about Ukrainian plot to bomb Nord Stream pipeline months ...,Washington Post,https://www.washingtonpost.com/national-security/2023/06/06/nord-stream-pipeline-explosion-ukraine-russia/,2023-06-06,U.S. knew about Ukrainian plot to bomb Nord Stream pipeline months ...,international,N2,0.8,informational,neutral,False,,,fa7c4af68cb9
ns_int_176,nord_stream,Der Tagesspiegel: German investigation into Nord Stream continues,Der Tagesspiegel,https://www.tagesspiegel.de/internationales/nord-stream-ermittlungen-deutschland-schweden-daenemark-9218473.html,2024-03-01,German federal prosecutors continue their investigation into the Nord Stream explosions. The case remains one of the most complex sabotage investigations in recent European history.,international,N5,0.5,informational,neutral,False,,,f051db9ea673
ns_int_150,nord_stream,A Miami Financier Is Quietly Trying to Buy Nord Stream 2 Gas Pipeline,Wall Street Journal,https://www.wsj.com/business/energy-oil/a-miami-financier-is-quietly-trying-to-buy-nord-stream-2-gas-pipeline-f43dd85d,2022-2024,A Miami Financier Is Quietly Trying to Buy Nord Stream 2 Gas Pipeline,international,N2,0.8,informational,neutral,False,,,72f3ff222d4c
ns_int_028,nord_stream,US and Norway blew up the Nord Stream Pipelines: Seymour Hersh,Helsinkitimes,https://www.helsinkitimes.fi/world-int/22973-us-and-norway-blew-up-the-nord-stream-pipelines-seymour-hersh.html,2022-2024,US and Norway blew up the Nord Stream Pipelines: Seymour Hersh,international,N2,0.5,informational,neutral,False,,,0806a92e8099
ns_int_107,nord_stream,The Nord Stream Pipelines through the Lens of Law and Geopolitics,Site,https://site.uit.no/nclos/2023/06/23/the-nord-stream-pipelines-through-the-lens-of-law-and-geopolitics/,2023-06-23,The Nord Stream Pipelines through the Lens of Law and Geopolitics,international,N2,0.5,informational,neutral,False,,,49de9538464f
